"review_id","review_description","rating","thumbs_up","review_date"
"63f04896-4657-4886-8cc0-e87dbe527c84","This app lost all my stored passwords one day it was fi e the next nothing.....",1,0,"12/2/2022 18:34"
"0b0a1256-eb5c-4c48-9bf1-da2e07ad827c","I like it!",5,0,"9/26/2022 21:38"
"5871a746-5c13-47e8-a3aa-12d7d92d971e","EDIT Used for years but now won't back up and no response from reports 😡 Brilliant app... nice clear appearance. Love it that can match icons and make own categories. So useful to have to hand. Thank you xx",2,3,"5/31/2022 20:20"
"72085cd9-d0c1-4205-883a-6e9f829e7661","This is a ""Very Good"" appt for password storage. I use it quite frequent.",5,0,"4/7/2022 21:51"
"201ced7f-6328-44b2-b2ab-cbc8a2d5fd61","Nice app. Wish I could share the data with my other devices",3,0,"4/3/2022 21:51"
"21dd881e-6890-4647-9f68-cb6933a87dd0","I just started using this app so I'm not going to give it 5 stars yet . But let's see hopefully this one will work out. JMM",3,0,"2/25/2022 5:02"
"19c504aa-9098-44bc-8f80-a2465f4d7b5b","Great",5,0,"2/18/2022 20:49"
"c1d37bc3-73cb-436b-9283-8640b007f336","Thank you so much ❤️ have a great day",5,1,"1/27/2022 21:51"
"a812dd8a-9291-4034-a40f-228cf324b6b1","Okay so far!🇺🇸🇺🇸 future now greatest thing I've seen 🙌 👏/saved me!!!🇺🇸🇺🇸🐕‍🦺",5,0,"1/3/2022 20:10"
"7fd56238-57fa-460b-9bb9-959dc79e38dd",". No way to import passwords.",2,0,"10/2/2021 19:15"
"3348781b-ed1c-447c-8fe0-3f887ec2c5b3","Saves my all password with just 1 password. I'm using it from a year ago and it's still super useful.",5,6,"8/2/2021 10:19"
"b4a97964-5ec6-48ee-8069-ea69aa952ae8","Great app I have used it for years and thankful it does the job well",5,1,"4/17/2021 11:35"
"1f452402-1ff3-45e3-a9a2-b9c09e8b5a87","👌",5,0,"2/26/2021 7:06"
"3cba1e68-0ec7-4b25-8fee-0a6631316bf4","Very good application, easy to use",5,1,"1/2/2021 17:13"
"cc890337-30b6-4c55-997d-0f39a33fb32c","Warning do not install. If you ever want to change your phone. App developers are not responding , leaving feedback/issues through the app does not work and backing up or restoring of data is no longer supported",1,19,"11/18/2020 17:15"
"a4f9cf73-88de-426a-93ca-6aa6c353906c","Hi wont restore from my google drive Says "" password manager requires one or more google play services that are not currently available. Please contact the developer for assistance"" I've never had this issue before. Please help, when I try to get help says no internet connection",1,7,"11/16/2020 16:25"
"d0b23a55-db9a-45b4-96f7-176c10288823","Good",4,0,"9/17/2020 23:58"
"3a4b58d5-7fe3-47d0-a155-611a9ebf7560","Update App please.",5,0,"9/16/2020 6:15"
"35594743-0b65-4e55-842e-3e2e32e86ac2","Very helpful app",5,0,"9/6/2020 3:46"
"88b34d21-c249-49c2-9297-8fbafc6887f9","I love this app! It's so easy to use & no complex icons in the password setup features. Still loving it.",5,3,"8/19/2020 2:33"
"17c9797d-ef6a-424c-8665-a986a9b0e112","I'm having problem to backup all passwords to Google drive. Error message says: password manager requires one or more Google play services. Please contact the deleveloper. I have backed up all passwords to my Google drive several times earlier, but now I can't. Please provide me a solution. Also I tried to use the option ""report an issue"" from the app inside, which too doesn't work saying ""something went wrong, check your internet connection"", although internet was working.",4,31,"8/8/2020 1:20"
"2c9df9ed-439a-4bbc-91b2-149206444621","Simple to use and effective.",5,0,"7/17/2020 16:58"
"eb2aa81b-e705-4737-8a29-3966c9302df7","Best password app yet!",4,0,"6/8/2020 16:41"
"cf24cfe6-6fa0-4b15-84e2-be241ef0a553","Works well",5,0,"5/4/2020 4:40"
"ed42d5d7-4ec3-42e6-bde1-1a26b540fa14","Great app, easy to use",5,0,"4/2/2020 8:43"
"1c738eed-dbcc-474a-b8e2-1e50afa6ee3d","Easy",5,0,"3/18/2020 15:26"
"a9ac33b8-1a1b-41c6-902f-7c03593047fc","I keeps me in order. I love it and have recommend that my daughter use it.",5,2,"3/18/2020 0:00"
"b3ceb31f-2b9e-48a8-819f-c5f19909f6c4","Great app for keeping track of the many password changes to the different apps",5,0,"3/12/2020 19:22"
"7252195c-b0c0-4764-acc1-1e35b4b7576b","This app has been a life saver. Having so many passwords to keep up with can be difficult but this app allows me to keep all of them in one spot.",4,7,"2/20/2020 18:43"
"687e4935-93ba-454e-bac0-442b188c63b4","I love it",5,0,"1/8/2020 23:01"
"3a81dd9c-36b1-473b-8703-f28fe6efffd2","Great app!",5,0,"1/4/2020 7:34"
"a8d8574a-dd23-4b32-b58e-5a11c2e0799e","It easy and so fare works",5,1,"1/3/2020 9:57"
"76c8e3e3-fec7-4390-be5b-85415075b003","Very good apps",4,0,"12/30/2019 16:29"
"9a17a977-d1cb-49d9-bd48-1ad57cc37444","Just the best",5,0,"12/17/2019 16:41"
"7aada3e2-a836-421a-9e09-412bc195a055","Love this app!!! Just don't forget your password!! It's so well protected your the only one who can open your information .",5,5,"12/6/2019 22:05"
"0e38226c-ba5c-4e2e-93fa-b03d519e872c","good",5,0,"11/16/2019 6:29"
"ffa16d3e-a6ff-4c89-b95c-f0d2b05ed4b1","Excellent app.",5,0,"9/29/2019 13:30"
"42322da2-d48f-454c-b66a-f210a56f12a9","The best password manager I've used so far 😊",5,1,"8/21/2019 18:43"
"51bc3f3e-a922-4f65-99d5-dee38215ee26","Easy to use. Great off-line app.",4,2,"6/20/2019 23:12"
"25c383ef-cf3f-4ecb-a870-e5bd89e32d35","Keeps me organized and avoids pulling my hair out! Recommended by an IT friend.",5,2,"6/1/2019 5:16"
"330ab77c-e04f-4fe4-8a75-cab017309212","Awesome",5,3,"6/1/2019 3:13"
"47aadc96-1598-439d-aba7-8b03104eadf4","Has some Icons. Doesn't have MeWe Social Network icon 🤔. Secure. I'm happy 😊.",5,2,"4/28/2019 13:18"
"144014c2-8a38-4b99-859a-7b5cd13ffd6b","good",4,1,"3/25/2019 17:41"
"d86a4a1a-6077-48ef-accf-0675ca6a4fc7","easy to use",5,2,"3/1/2019 10:39"
"5518e3a4-c32e-4a58-88ad-74b38422e827","Convenient pw storage. Just a master pw to keep app safe. Also backup to cloud drive.",5,5,"1/14/2019 7:01"
"89ea1107-fec1-4b0f-b699-29827cf605fc","Secure 🔐. Works perfectly. I was able to recover my data after multiple bootloader failures! The only feature I would like to have is, customizable icons - Create my own standard icons. e.g. Specific icons unique to my country.",5,11,"12/2/2018 5:40"
"94862be6-b778-4bae-b248-88da18f41c36","Easy t manage",5,2,"11/30/2018 18:44"
"4aec16a3-a2ae-48d8-ac00-0667e9073c55","Very good app. I just need to know what happens if I loose my phone? How do get my info back in secure mode??",4,14,"11/26/2018 0:21"
"e7f945c6-0658-436e-bfff-006512f6ec90","Great .. I use it all the time !",5,1,"10/18/2018 0:43"
"7fe2eb4e-0cd8-4441-b185-641e1a397e68","Great app, easy to use. I have no issues",5,2,"9/10/2018 7:21"
"bf75e5c9-20bd-4285-a3b8-6ad43b76a83b","Easy to use. Previously I was able to restore my backup data multiple times due to bootloader failures on my LG-G3. This is a must for all smartphone. I've lost data so many times before. Transferring my data to my current phone was a simple and easy. Excellent job! Thank you so much...Very happy with the new feature. Fingerprint scan is very nice!",5,15,"8/31/2018 0:30"
"38b16f09-b02a-48de-87ce-fd1a389f1872","I really recommend this app.. it's a nice app ever that we could use.. very organized for account to keep your password and email with matching icon that reflects to the account that related to.. so useful and manageable.. its better to organized with style but simply.. I love it!!!!",5,2,"8/22/2018 18:06"
"de7e56af-a0c9-432b-85ab-8483a6082b3c","Is this app available on my laptop?",4,1,"8/3/2018 17:57"
"52632cad-7cc1-4b8e-937a-b7cfef5d838a","Loved the app for awhile but recently it has wiped all my passwords twice. 
You don't get a third strike with me. Uninstalling because I can't trust 
this app.",1,1,"8/1/2018 0:19"
"300da08c-1821-4454-860b-a32371e9664e","This is the easiest security app I have found. It makes storing passwords 
simple.",5,1,"5/2/2018 8:51"
"7521a973-70e7-47fa-b35d-bac8800e023f","Good quality easy to set up and use",5,1,"3/24/2018 4:07"
"80e63126-58d4-4b1b-83a9-783e8940b47d","Easy to use and handy.",5,2,"3/13/2018 19:48"
"9eb93dbc-7003-437e-9a40-d4c5a698aa51","Love this app! This is my life in one little app",5,1,"2/24/2018 8:13"
"84cf5585-b258-4eb7-880e-5a891b18eb31","Easy to use. Simple storage for passwords. Probably not for everyone. But perfect if you just want a single source for your passwords without all the exotic features.",5,4,"2/18/2018 2:38"
"982ebefa-e8b8-4043-930b-1a340f344374","I tried MANY apps before I FINALLY found one that was conducive to my needs.  I am not familiar with all of the apps feature, however, I am happy with what I presently see.  I don't want an upgrade to PRO feature as the current is sufficient.  Thanks",5,6,"1/24/2018 20:37"
"27c2dcbc-e827-49b7-83f2-39d90a206617","The app works as advertised.",5,1,"1/15/2018 8:30"
"78669449-84df-40c4-a65e-224a7f1811f2","Not too bad",5,1,"1/8/2018 5:40"
"7715fcf6-c017-4edc-8fc4-d23a9daa6999","Potentially a great app except for the following points which I could notice in the short period of use: 1. Does not REQUIRE an account - which means if anyone gets access to your phone, they can see your passwords! Unsecure, uhh? 2. Description doesn't give any idea about encryption of your data on the phone! 3. Sync to DropBox/GoogleDrive could be automated!",3,0,"12/13/2017 22:54"
"0b8d7005-b436-4e72-86a4-1572619289e4","Does what it's supposed to do, easy to use. Very customizable. Can't find any negatives. Let's hope it stays that way.",5,2,"11/19/2017 0:36"
"8a2b8c3a-d898-4c2a-adf7-764b6575afe4","Love this app. It's so clear and easy to se each password saved.",5,3,"11/1/2017 14:26"
"2a3756d6-43dc-409b-aad9-9400886fcba7","Nice to have my passwords all in one place.",5,7,"11/1/2017 4:56"
"eac3fa63-3bcc-4ef4-8a22-2a64cc81229f","Great app!",5,2,"10/21/2017 18:30"
"e770dfcb-af28-4b19-89c6-d44a63e39934","Works great for my needs.",5,2,"9/25/2017 6:59"
"72f06b2d-fcfa-49b5-9685-ca587167479e","Ok good app...very safe and useful",5,1,"9/23/2017 1:26"
"e990717c-d0a3-48b3-abe9-87cd0a4829b7","Good app. Easy to save all my information. Have been saver many times.",5,2,"8/29/2017 20:28"
"40667adf-3d81-4ffd-9938-626f02740aae","I like this app, just wish there was some way to recover all my passwords I had before i changed phones. I tried to find a backup and have been unsuccessful.",4,0,"8/26/2017 23:43"
"0f0172ba-87ef-4f95-986d-7d697ca6a3a1","Efficient and well designed",5,0,"8/1/2017 1:06"
"cb67f0d3-04b8-4dbd-9676-bf3d2ce31fe7","Good one.",5,1,"7/29/2017 19:53"
"4ad33523-692b-4155-8532-de70516be605","Loving it so far. It was easy to load all my info and I really like the look of it. I gave it a 4 though because it doesn't have an auto lock. You have to log out for it to lock up again. Would love to see this security feature added.",4,4,"7/23/2017 22:38"
"c1134f24-fbd9-437e-9721-807cf238b30f","Good app that stores my passwords and backup to Google Drive.",4,2,"7/23/2017 8:47"
"7e28ba65-030c-4c9e-a6bb-00771e85b4d5","Love the app",5,1,"7/20/2017 12:33"
"6236ca6d-1e3d-4b43-9425-b9e2ea8a6c40","When I retrieve stored information from Google drive, it becomes unrecognisable. How can it be possible to retrieve information the same as uploaded?",4,1,"7/19/2017 21:06"
"c9cd0cd0-b63f-4831-a8ce-46cac5955754","While it does not auto-sync, it can store it's data on Google Drive and DropBox, so it can be accessed across all platforms. It also does lack an auto-close feature. Otherwise, a very useful app. I especially like the one click copy to clipboard, very handy! Also has a password generator, way cool! A few small tweeks, and this app would rock!",4,1,"7/12/2017 16:49"
"e87a5f5c-90e4-4143-a933-985086811b4d","Does what I need it to do. Would like to see some sort of auto close option for app when phone sleeps or shuts down. Other than that, good app",4,2,"7/6/2017 5:54"
"3b5c51ea-8263-4839-8626-47df3c1f69ba","Great to store password",4,1,"7/2/2017 19:41"
"84e53c91-91f7-4581-800a-e07ef41bc6b6","Awesome",5,1,"6/24/2017 3:19"
"8d62d61f-b5a5-4c54-8e9c-1f301e8e5ab6","Very 👍 nice app",4,3,"6/21/2017 17:03"
"9abc95be-2575-4e7b-ade7-13b9f0d6f43d","It is easy to use and has a nice screen layout.",5,3,"6/18/2017 21:22"
"7c6d3a53-7ed0-4e51-ae5b-41b1948323ed","Very handy  No problems at all.",5,3,"6/10/2017 22:51"
"d5934474-9ebd-41c5-b35a-052643ea0d78","Simple and best password manager... Lovely UI and Icons... If the option to add more fields is given, then it can be used for many purposes... Keep up the good work...",5,9,"5/31/2017 10:35"
"9c0c66ed-d7bf-4cdd-8ec8-9d599d619bee","It is nice and very well simple to use",5,4,"5/24/2017 5:55"
"6e9bd0f5-06cc-4ee6-b127-18493c6746d7","Good done",5,2,"5/19/2017 10:13"
"8032fdb9-d2cb-4547-95a5-7f6f5b7a9968","So far so Good",5,2,"5/15/2017 3:40"
"8b613100-cb0e-446e-89c0-66ef21811dc5","Super and easy",5,3,"4/20/2017 21:32"
"8f41fb4e-89bb-4cb2-a258-4179d7ebe783","Amazing",5,0,"4/10/2017 4:11"
"189fded4-5388-4d12-9fe6-bd89992d8219","Great Password Keeper! Easy to store and retrieve. Thanks so much for the work and dedication put into this app!!!",5,2,"3/8/2017 10:38"
"44244801-c2c9-47ba-811b-3ef8140dbbd7","Great app, simple to use.",5,1,"2/9/2017 0:27"
"b8cb4951-0e2c-47f2-b5b2-cc89daeab783","Easy to use and flexible with good choice of icons to go with the passwords",5,2,"2/5/2017 13:17"
"a3bf82b7-da8e-43ed-b2a4-b540a1dba49b","good",5,0,"1/11/2017 21:55"
"91635daa-e90e-46c9-9878-d4a3806c3c2e","I loved this while inputting my passwords.  Very easy to use.  But I never selected a security code and closed out the app. Now I cannot regain access. There is no option to recover account 😟",3,2,"12/5/2016 18:57"
"7019dc83-4864-4e4d-8066-3d33e2dfbac2","I really loved this app until I had to do a factory reset and everything was lost. It was simple and easy to use.   Really wish it had a backup/restore feature. Now I need to look for a different app and type all my passwords again.  Not taking a chance of losing them so installing an app with backup/restore/sync.",3,2,"11/21/2016 15:29"
"0b454386-5872-40e9-8c2e-78d335429021","It's perfect just looks like a regular email list for sum1 forgetful like myself and its free a beautiful lil app",5,4,"11/17/2016 18:36"
"af4a0483-3bfd-4d58-895c-9e7ceaf3ffec","Good App",5,0,"10/31/2016 10:46"
"4c1a3caf-fa85-46ff-8b8f-599613310f48","Awesome app. Very easy to use and understand.",5,2,"10/30/2016 1:52"
"13f77ccb-08a8-484b-8cc6-430163d99a6f","This good app but should have back up feature for the data stored.",4,6,"10/29/2016 9:19"
"bacf84c8-f2d3-4fa5-b788-c71f5979b93e","🌟🌟🌟🌟🌟",5,1,"10/26/2016 6:43"
"9a488445-8e09-48e1-ad3b-d60dd8ea0a9d","Sagarkumar",2,0,"10/23/2016 6:48"
"56b529a6-f69d-49f1-b709-0f6494f4428d","Simply amazing",5,0,"10/17/2016 16:29"
"043e420f-517c-4497-a6a4-79c8d42e7910","Like it",2,1,"10/12/2016 15:58"
"137ab73d-b5f9-4e9c-b872-802eca96a81d","Love it",5,0,"10/11/2016 20:26"
"d0384ede-7c87-4781-a5cb-ae2f9a0b7d28","Usuful but without any login to restor if the program deleted",3,2,"10/9/2016 2:51"
"a252a68e-dcd3-4dab-80dc-d406a8ecc36c","Very nice, easy to work with, user friendly,  pleasing view",5,0,"10/5/2016 8:22"
"463126f9-a6b4-4931-a5b4-6f814d995fc1","I think it's best apps I will give it 5 stars",5,2,"10/2/2016 11:17"
"cf7889c0-f4d0-4dba-9df8-120cf1a342a8","unfortunately, if in adding a new account you go to browser to copy the URL, you'll return to this password manager to find your email address and password are lost. The app doesn't keep them. So you've got to remember every detail in one go. I've looked at several other password managers and none had such a good interface as this. Simple, logical.  But the above shortcoming needs to be addressed.",3,2,"9/30/2016 11:40"
"4603e53f-ab60-4b65-957b-8411fac03586","Very good and user friendly app",4,0,"9/24/2016 21:56"
"ac35de02-a5c7-4d9a-9716-4c17d5351736","It's a little cartoonish for my taste.",2,0,"9/22/2016 2:25"
"2f55e557-1673-4781-98a7-a712adf29012","I like this app. Great app",5,0,"9/18/2016 20:12"
"146ecefd-a229-4582-b00e-5080ffb05b8a","When I downloaded this app my expectation was that i would be able to see a list of all my apps and i can set a password for whichever ones I choose, with email id for backup. But no matter where I navigate its asking me to login with email id repeatedly. None of my apps are being listed under any category. Not sure if its just me or this app does not have any help section for novice users. Will try figuring it around for a bit else will uninstall.",2,2,"9/17/2016 14:15"
"bbef3543-6ead-48e1-88e6-389007587966","Simple and cute. I like that we can add a password to protect our info,  too.",4,1,"9/16/2016 8:51"
"b64d3c59-a6bf-44d9-8532-915a919bd5f5","This app doesn't need even a single permission.",5,0,"9/15/2016 10:54"
"3051daeb-6d7c-4373-a71d-647d388c7646","This app is simple and visually pleasing. It allows a number of options for filtering apps based on their function and assigning icons to each app for easier identification. The whole app can be protected with a password as well. My only complaint is that the password isn't required every time you open the app as long as the app is still running in the background.",5,1,"9/14/2016 6:30"
"053074b2-cad6-43a4-94c4-0dc4c7bd6d46","Looks good so far",5,1,"9/13/2016 20:57"
"518e0b64-dcfe-4862-814f-319ac079b68e","Simple but effective",5,0,"9/12/2016 22:01"
"5dcd42c0-64a0-4c1c-9d30-0d90845a3705","I like the recognizable icons for identifying seperate accounts.",4,0,"9/10/2016 0:49"
"ab0b106b-cacb-4e54-9ab8-63cba5d15574","Colorful and pleasing to the eye.  Very simple to use.  I really appreciate that it doesn't ask for access to anything on your phone.  And there are no ads.  Very happy with this.",5,5,"9/4/2016 5:09"
"1094d763-3d6a-4d53-9ceb-219627306efe","Love it",5,1,"9/1/2016 20:45"
"b454b56c-6171-49bb-a04b-b878095b83e2","Awesome",5,1,"8/31/2016 6:53"
