"review_id","review_description","rating","thumbs_up","review_date","comment","tokenized_comment","SWR_comment","stemmed","lemmatized"
"8f6e2b11-8ca7-4409-b09f-776fd117c070","Great",5,0,NA,"great","great","great","great","great"
"f4546fb2-49e7-46ba-a6ed-eeb6bb92fc77","Only wish the app would autopilot and details visible without clicking on edit.",4,1,NA,"only wish the app would autopilot and details visible without clicking on edit","only, wish, the, app, would, autopilot, and, details, visible, without, clicking, on, edit","wish, app, autopilot, details, visible, without, clicking, edit","wish, app, autopilot, detail, visibl, without, click, edit","wish, app, autopilot, detail, visible, without, click, edit"
"935b494e-7bbd-4b6d-9d05-3e488eb1ed2b","Gote",5,0,NA,"gote","gote","gote","gote","gote"
"c9de8ef9-20d7-4654-b214-069ea16174d6","Still I Want An Update This Is Not A Safe App Without A Recovery For Password And Email Because Sometimes They Banned Me Without Any Better Reason",1,1,NA,"still i want an update this is not a safe app without a recovery for password and email because sometimes they banned me without any better reason","still, i, want, an, update, this, is, not, a, safe, app, without, a, recovery, for, password, and, email, because, sometimes, they, banned, me, without, any, better, reason","still, want, update, safe, app, without, recovery, password, email, sometimes, banned, without, better, reason","still, want, updat, safe, app, without, recoveri, password, email, sometim, ban, without, better, reason","still, want, update, safe, app, without, recovery, password, email, sometimes, ban, without, good, reason"
"6308f390-5fc7-4caa-bd2f-267f4946e4d2","Good",5,0,NA,"good","good","good","good","good"
"7993024e-c837-4c61-a577-affa5a57d8c5","Great app, been using ot for a few years now and never had any issues. East to use and easy to sync passwords to each device.",5,0,NA,"great app been using ot for a few years now and never had any issues east to use and easy to sync passwords to each device","great, app, been, using, ot, for, a, few, years, now, and, never, had, any, issues, east, to, use, and, easy, to, sync, passwords, to, each, device","great, app, using, ot, years, now, never, issues, east, use, easy, sync, passwords, device","great, app, us, ot, year, now, never, issu, east, us, easi, sync, password, devic","great, app, use, ot, year, now, never, issue, east, use, easy, sync, password, device"
"1f439183-a0f3-40bd-ae69-a76ff1e879ff","Good",3,0,NA,"good","good","good","good","good"
"1d5409c3-372a-4c49-9583-301a13bb79bb","I've been using this app for years, and I absolutely love it. I love that we can finally send a backup to another source, so I don't have to keep downloading it and adding my passwords every time I switch phones.",5,9,NA,"ive been using this app for years and i absolutely love it i love that we can finally send a backup to another source so i dont have to keep downloading it and adding my passwords every time i switch phones","ive, been, using, this, app, for, years, and, i, absolutely, love, it, i, love, that, we, can, finally, send, a, backup, to, another, source, so, i, dont, have, to, keep, downloading, it, and, adding, my, passwords, every, time, i, switch, phones","ive, using, app, years, absolutely, love, love, can, finally, send, backup, another, source, dont, keep, downloading, adding, passwords, every, time, switch, phones","iv, us, app, year, absolut, love, love, can, final, send, backup, anoth, sourc, dont, keep, download, ad, password, everi, time, switch, phone","ive, use, app, year, absolutely, love, love, can, finally, send, backup, another, source, do, keep, download, add, password, every, time, switch, phone"
"302564a8-15db-413d-a166-e9286de1efd3","Easy to use. Great having to remember only one password. It needs to have more categories for easier queries.",4,3,NA,"easy to use great having to remember only one password it needs to have more categories for easier queries","easy, to, use, great, having, to, remember, only, one, password, it, needs, to, have, more, categories, for, easier, queries","easy, use, great, remember, one, password, needs, categories, easier, queries","easi, us, great, rememb, on, password, need, categori, easier, queri","easy, use, great, remember, one, password, need, category, easy, query"
"99df5404-b4e4-4a06-aa5c-382a667d65bf","Love your app😘😘😘😘",5,0,NA,"love your app","love, your, app","love, app","love, app","love, app"
"d311db8e-a04a-48ea-9307-91fe7c91b868","Faina aplicația. E simplă și are tot ce am nevoie. Imi place că pot sa pun icoane personalizate si ca am auto backup",5,0,NA,"faina aplicația e simplă și are tot ce am nevoie imi place că pot sa pun icoane personalizate si ca am auto backup","faina, aplicația, e, simplă, și, are, tot, ce, am, nevoie, imi, place, că, pot, sa, pun, icoane, personalizate, si, ca, am, auto, backup","faina, aplicația, e, simplă, și, tot, ce, nevoie, imi, place, că, pot, sa, pun, icoane, personalizate, si, ca, auto, backup","faina, aplicația, e, simplă, și, tot, ce, nevoi, imi, place, că, pot, sa, pun, icoan, personaliz, si, ca, auto, backup","faina, aplicația, e, simplă, și, tot, ce, nevoie, imi, place, că, pot, sa, pun, icoane, personalizate, si, ca, auto, backup"
"7377d064-c17b-422a-8da3-7d42a175f289","Very good",5,0,NA,"very good","very, good","good","good","good"
"e62c5618-3d5e-4c38-8495-710b8f948ef6","Great app. Nice to have: Copy and paste without edit or direct auto fill of password.",5,5,NA,"great app nice to have copy and paste without edit or direct auto fill of password","great, app, nice, to, have, copy, and, paste, without, edit, or, direct, auto, fill, of, password","great, app, nice, copy, paste, without, edit, direct, auto, fill, password","great, app, nice, copi, past, without, edit, direct, auto, fill, password","great, app, nice, copy, paste, without, edit, direct, auto, fill, password"
"ae1fa209-e345-4e10-8dab-3d3c85bc3ac5","Love this application",5,0,NA,"love this application","love, this, application","love, application","love, applic","love, application"
"8eb79704-0fe1-4e0e-b15d-87a0614f6141","I downloaded this app so I wouldn't have to guess and make up one!! The very first thing I have to do with this when I open it is MAKE UP A PASSWORD!!!",1,1,NA,"i downloaded this app so i wouldnt have to guess and make up one the very first thing i have to do with this when i open it is make up a password","i, downloaded, this, app, so, i, wouldnt, have, to, guess, and, make, up, one, the, very, first, thing, i, have, to, do, with, this, when, i, open, it, is, make, up, a, password","downloaded, app, wouldnt, guess, make, one, first, thing, open, make, password","download, app, wouldnt, guess, make, on, first, thing, open, make, password","download, app, wouldnt, guess, make, one, first, thing, open, make, password"
"9b655e5c-ed7b-42b8-a777-b1db85a028d7","Excellent",5,0,NA,"excellent","excellent","excellent","excel","excellent"
"7227c565-6380-4bab-a185-9e75b175fba1","Been using for several years and I still love it!!! Easy to use, convenient, it's exactly what I needed one place to put all those irritating passwords that have to be changed every time I turn around. --- One app that hasn't changed in a long list of installs and uninstalled...this has stood the test of time.",5,5,NA,"been using for several years and i still love it easy to use convenient its exactly what i needed one place to put all those irritating passwords that have to be changed every time i turn around  one app that hasnt changed in a long list of installs and uninstalledthis has stood the test of time","been, using, for, several, years, and, i, still, love, it, easy, to, use, convenient, its, exactly, what, i, needed, one, place, to, put, all, those, irritating, passwords, that, have, to, be, changed, every, time, i, turn, around, , one, app, that, hasnt, changed, in, a, long, list, of, installs, and, uninstalledthis, has, stood, the, test, of, time","using, several, years, still, love, easy, use, convenient, exactly, needed, one, place, put, irritating, passwords, changed, every, time, turn, around, , one, app, hasnt, changed, long, list, installs, uninstalledthis, stood, test, time","us, sever, year, still, love, easi, us, conveni, exactli, need, on, place, put, irrit, password, chang, everi, time, turn, around, , on, app, hasnt, chang, long, list, instal, uninstalledthi, stood, test, time","use, several, year, still, love, easy, use, convenient, exactly, need, one, place, put, irritate, password, change, every, time, turn, around, , one, app, hasnt, change, long, list, install, uninstalledthis, stand, test, time"
"dda87238-d4c4-4463-8d31-f8f76b81edee","Hello, can you please tell me how to recover the login password...I am totally locked out as I cant login and access other passwords. Thanks great work.",5,2,NA,"hello can you please tell me how to recover the login passwordi am totally locked out as i cant login and access other passwords thanks great work","hello, can, you, please, tell, me, how, to, recover, the, login, passwordi, am, totally, locked, out, as, i, cant, login, and, access, other, passwords, thanks, great, work","hello, can, please, tell, recover, login, passwordi, totally, locked, cant, login, access, passwords, thanks, great, work","hello, can, pleas, tell, recov, login, passwordi, total, lock, cant, login, access, password, thank, great, work","hello, can, please, tell, recover, login, passwordi, totally, lock, cant, login, access, password, thank, great, work"
"7df89e33-4fc1-4d36-9038-c726cea4f66a","Easy, user friendly & what i like the most, backup files can be saved in various ways",5,1,NA,"easy user friendly  what i like the most backup files can be saved in various ways","easy, user, friendly, , what, i, like, the, most, backup, files, can, be, saved, in, various, ways","easy, user, friendly, , like, backup, files, can, saved, various, ways","easi, user, friendli, , like, backup, file, can, save, variou, wai","easy, user, friendly, , like, backup, file, can, save, various, way"
"34b63e1b-d877-422d-b642-da50984cc4cc","Great for saving password",5,0,NA,"great for saving password","great, for, saving, password","great, saving, password","great, save, password","great, save, password"
"72bd8e04-fb56-4626-a3fc-a17e83bf5e2a","The initial problem of downloading my backup has been resolved though had a few issues that I managed to sort So I wanted a paper print out as I want to review and change some passwords but what used to be a 6 page print out is now 28+ pages as the conversion to PDF includes all the tags several times over plus some other data it did not used to this happens on both phones so is not a phone issue. Otherwise I am impressed get this bug squashed and I will buy the full version.",3,10,NA,"the initial problem of downloading my backup has been resolved though had a few issues that i managed to sort so i wanted a paper print out as i want to review and change some passwords but what used to be a  page print out is now  pages as the conversion to pdf includes all the tags several times over plus some other data it did not used to this happens on both phones so is not a phone issue otherwise i am impressed get this bug squashed and i will buy the full version","the, initial, problem, of, downloading, my, backup, has, been, resolved, though, had, a, few, issues, that, i, managed, to, sort, so, i, wanted, a, paper, print, out, as, i, want, to, review, and, change, some, passwords, but, what, used, to, be, a, , page, print, out, is, now, , pages, as, the, conversion, to, pdf, includes, all, the, tags, several, times, over, plus, some, other, data, it, did, not, used, to, this, happens, on, both, phones, so, is, not, a, phone, issue, otherwise, i, am, impressed, get, this, bug, squashed, and, i, will, buy, the, full, version","initial, problem, downloading, backup, resolved, though, issues, managed, sort, wanted, paper, print, want, review, change, passwords, used, , page, print, now, , pages, conversion, pdf, includes, tags, several, times, plus, data, used, happens, phones, phone, issue, otherwise, impressed, get, bug, squashed, will, buy, full, version","initi, problem, download, backup, resolv, though, issu, manag, sort, want, paper, print, want, review, chang, password, us, , page, print, now, , page, convers, pdf, includ, tag, sever, time, plu, data, us, happen, phone, phone, issu, otherwis, impress, get, bug, squash, will, bui, full, version","initial, problem, download, backup, resolve, though, issue, manage, sort, want, paper, print, want, review, change, password, use, , page, print, now, , page, conversion, pdf, include, tag, several, time, plus, datum, use, happen, phone, phone, issue, otherwise, impress, get, bug, squash, will, buy, full, version"
"5f06fefc-907d-4294-994d-bceed8c7c2e0","Super useful! Not a single complain at all.",5,0,NA,"super useful not a single complain at all","super, useful, not, a, single, complain, at, all","super, useful, single, complain","super, us, singl, complain","super, useful, single, complain"
"6822fb8c-3a28-4a64-ab5f-d0923c0626aa","Great",5,0,NA,"great","great","great","great","great"
"64c3ce2e-ea60-4b23-ac4e-dd9a43035c12","Really useful",5,0,NA,"really useful","really, useful","really, useful","realli, us","really, useful"
"f15534a2-1576-413c-b144-45596bc4feac","Fantastic!",5,0,NA,"fantastic","fantastic","fantastic","fantast","fantastic"
"7d64e4c2-e730-4976-b0ae-2555d64c6f38","The update threw me for a loop, but otherwise this app is a lifesaver.",5,0,NA,"the update threw me for a loop but otherwise this app is a lifesaver","the, update, threw, me, for, a, loop, but, otherwise, this, app, is, a, lifesaver","update, threw, loop, otherwise, app, lifesaver","updat, threw, loop, otherwis, app, lifesav","update, throw, loop, otherwise, app, lifesaver"
"33ac1dee-a328-4f0c-adc2-7a7ee7d3afe5","Do not install this app no support won't even respond to texts installed password option to manager pass it has locked me out after first time using that feature It seems I am stocked Writing this in hope someone sees it and maybe I get help Just discovered have no option to send this review",1,1,NA,"do not install this app no support wont even respond to texts installed password option to manager pass it has locked me out after first time using that feature it seems i am stocked writing this in hope someone sees it and maybe i get help just discovered have no option to send this review","do, not, install, this, app, no, support, wont, even, respond, to, texts, installed, password, option, to, manager, pass, it, has, locked, me, out, after, first, time, using, that, feature, it, seems, i, am, stocked, writing, this, in, hope, someone, sees, it, and, maybe, i, get, help, just, discovered, have, no, option, to, send, this, review","install, app, support, wont, even, respond, texts, installed, password, option, manager, pass, locked, first, time, using, feature, seems, stocked, writing, hope, someone, sees, maybe, get, help, just, discovered, option, send, review","instal, app, support, wont, even, respond, text, instal, password, option, manag, pass, lock, first, time, us, featur, seem, stock, write, hope, someon, see, mayb, get, help, just, discov, option, send, review","install, app, support, wont, even, respond, text, install, password, option, manager, pass, lock, first, time, use, feature, seem, stock, write, hope, someone, see, maybe, get, help, just, discover, option, send, review"
"be9ecb47-83c9-4687-bd97-b406e27c02b0","I love this ap. All of my passwords in one place.",4,0,NA,"i love this ap all of my passwords in one place","i, love, this, ap, all, of, my, passwords, in, one, place","love, ap, passwords, one, place","love, ap, password, on, place","love, ap, password, one, place"
"63f04896-4657-4886-8cc0-e87dbe527c84","This app lost all my stored passwords one day it was fi e the next nothing.....",1,0,NA,"this app lost all my stored passwords one day it was fi e the next nothing","this, app, lost, all, my, stored, passwords, one, day, it, was, fi, e, the, next, nothing","app, lost, stored, passwords, one, day, fi, e, next, nothing","app, lost, store, password, on, dai, fi, e, next, noth","app, lose, store, password, one, day, fi, e, next, nothing"
"0b0a1256-eb5c-4c48-9bf1-da2e07ad827c","I like it!",5,0,NA,"i like it","i, like, it","like","like","like"
"5871a746-5c13-47e8-a3aa-12d7d92d971e","EDIT Used for years but now won't back up and no response from reports 😡 Brilliant app... nice clear appearance. Love it that can match icons and make own categories. So useful to have to hand. Thank you xx",2,3,NA,"edit used for years but now wont back up and no response from reports  brilliant app nice clear appearance love it that can match icons and make own categories so useful to have to hand thank you xx","edit, used, for, years, but, now, wont, back, up, and, no, response, from, reports, , brilliant, app, nice, clear, appearance, love, it, that, can, match, icons, and, make, own, categories, so, useful, to, have, to, hand, thank, you, xx","edit, used, years, now, wont, back, response, reports, , brilliant, app, nice, clear, appearance, love, can, match, icons, make, categories, useful, hand, thank, xx","edit, us, year, now, wont, back, respons, report, , brilliant, app, nice, clear, appear, love, can, match, icon, make, categori, us, hand, thank, xx","edit, use, year, now, wont, back, response, report, , brilliant, app, nice, clear, appearance, love, can, match, icon, make, category, useful, hand, thank, xx"
"72085cd9-d0c1-4205-883a-6e9f829e7661","This is a ""Very Good"" appt for password storage. I use it quite frequent.",5,0,NA,"this is a very good appt for password storage i use it quite frequent","this, is, a, very, good, appt, for, password, storage, i, use, it, quite, frequent","good, appt, password, storage, use, quite, frequent","good, appt, password, storag, us, quit, frequent","good, appt, password, storage, use, quite, frequent"
"201ced7f-6328-44b2-b2ab-cbc8a2d5fd61","Nice app. Wish I could share the data with my other devices",3,0,NA,"nice app wish i could share the data with my other devices","nice, app, wish, i, could, share, the, data, with, my, other, devices","nice, app, wish, share, data, devices","nice, app, wish, share, data, devic","nice, app, wish, share, datum, device"
"21dd881e-6890-4647-9f68-cb6933a87dd0","I just started using this app so I'm not going to give it 5 stars yet . But let's see hopefully this one will work out. JMM",3,0,NA,"i just started using this app so im not going to give it  stars yet  but lets see hopefully this one will work out jmm","i, just, started, using, this, app, so, im, not, going, to, give, it, , stars, yet, , but, lets, see, hopefully, this, one, will, work, out, jmm","just, started, using, app, im, going, give, , stars, yet, , lets, see, hopefully, one, will, work, jmm","just, start, us, app, im, go, give, , star, yet, , let, see, hopefulli, on, will, work, jmm","just, start, use, app, im, go, give, , star, yet, , let, see, hopefully, one, will, work, jmm"
"19c504aa-9098-44bc-8f80-a2465f4d7b5b","Great",5,0,NA,"great","great","great","great","great"
"c1d37bc3-73cb-436b-9283-8640b007f336","Thank you so much ❤️ have a great day",5,1,NA,"thank you so much ️ have a great day","thank, you, so, much, , , have, a, great, day","thank, much, , , great, day","thank, much, , , great, dai","thank, much, , , great, day"
"a812dd8a-9291-4034-a40f-228cf324b6b1","Okay so far!🇺🇸🇺🇸 future now greatest thing I've seen 🙌 👏/saved me!!!🇺🇸🇺🇸🐕‍🦺",5,0,NA,"okay so far future now greatest thing ive seen  saved me‍","okay, so, far, future, now, greatest, thing, ive, seen, , saved, me","okay, far, future, now, greatest, thing, ive, seen, , saved","okai, far, futur, now, greatest, thing, iv, seen, , save","okay, far, future, now, great, thing, ive, see, , save"
"7fd56238-57fa-460b-9bb9-959dc79e38dd",". No way to import passwords.",2,0,NA," no way to import passwords",", no, way, to, import, passwords",", way, import, passwords",", wai, import, password",", way, import, password"
"3348781b-ed1c-447c-8fe0-3f887ec2c5b3","Saves my all password with just 1 password. I'm using it from a year ago and it's still super useful.",5,6,NA,"saves my all password with just  password im using it from a year ago and its still super useful","saves, my, all, password, with, just, , password, im, using, it, from, a, year, ago, and, its, still, super, useful","saves, password, just, , password, im, using, year, ago, still, super, useful","save, password, just, , password, im, us, year, ago, still, super, us","save, password, just, , password, im, use, year, ago, still, super, useful"
"b4a97964-5ec6-48ee-8069-ea69aa952ae8","Great app I have used it for years and thankful it does the job well",5,1,NA,"great app i have used it for years and thankful it does the job well","great, app, i, have, used, it, for, years, and, thankful, it, does, the, job, well","great, app, used, years, thankful, job, well","great, app, us, year, thank, job, well","great, app, use, year, thankful, job, good"
"3cba1e68-0ec7-4b25-8fee-0a6631316bf4","Very good application, easy to use",5,1,NA,"very good application easy to use","very, good, application, easy, to, use","good, application, easy, use","good, applic, easi, us","good, application, easy, use"
"cc890337-30b6-4c55-997d-0f39a33fb32c","Warning do not install. If you ever want to change your phone. App developers are not responding , leaving feedback/issues through the app does not work and backing up or restoring of data is no longer supported",1,19,NA,"warning do not install if you ever want to change your phone app developers are not responding  leaving feedbackissues through the app does not work and backing up or restoring of data is no longer supported","warning, do, not, install, if, you, ever, want, to, change, your, phone, app, developers, are, not, responding, , leaving, feedbackissues, through, the, app, does, not, work, and, backing, up, or, restoring, of, data, is, no, longer, supported","warning, install, ever, want, change, phone, app, developers, responding, , leaving, feedbackissues, app, work, backing, restoring, data, longer, supported","warn, instal, ever, want, chang, phone, app, develop, respond, , leav, feedbackissu, app, work, back, restor, data, longer, support","warn, install, ever, want, change, phone, app, developer, respond, , leave, feedbackissues, app, work, back, restore, datum, long, support"
"a4f9cf73-88de-426a-93ca-6aa6c353906c","Hi wont restore from my google drive Says "" password manager requires one or more google play services that are not currently available. Please contact the developer for assistance"" I've never had this issue before. Please help, when I try to get help says no internet connection",1,7,NA,"hi wont restore from my google drive says  password manager requires one or more google play services that are not currently available please contact the developer for assistance ive never had this issue before please help when i try to get help says no internet connection","hi, wont, restore, from, my, google, drive, says, , password, manager, requires, one, or, more, google, play, services, that, are, not, currently, available, please, contact, the, developer, for, assistance, ive, never, had, this, issue, before, please, help, when, i, try, to, get, help, says, no, internet, connection","hi, wont, restore, google, drive, says, , password, manager, requires, one, google, play, services, currently, available, please, contact, developer, assistance, ive, never, issue, please, help, try, get, help, says, internet, connection","hi, wont, restor, googl, drive, sai, , password, manag, requir, on, googl, plai, servic, current, avail, pleas, contact, develop, assist, iv, never, issu, pleas, help, try, get, help, sai, internet, connect","hello, wont, restore, google, drive, say, , password, manager, require, one, google, play, service, currently, available, please, contact, developer, assistance, ive, never, issue, please, help, try, get, help, say, internet, connection"
"d0b23a55-db9a-45b4-96f7-176c10288823","Good",4,0,NA,"good","good","good","good","good"
"3a4b58d5-7fe3-47d0-a155-611a9ebf7560","Update App please.",5,0,NA,"update app please","update, app, please","update, app, please","updat, app, pleas","update, app, please"
"35594743-0b65-4e55-842e-3e2e32e86ac2","Very helpful app",5,0,NA,"very helpful app","very, helpful, app","helpful, app","help, app","helpful, app"
"88b34d21-c249-49c2-9297-8fbafc6887f9","I love this app! It's so easy to use & no complex icons in the password setup features. Still loving it.",5,3,NA,"i love this app its so easy to use  no complex icons in the password setup features still loving it","i, love, this, app, its, so, easy, to, use, , no, complex, icons, in, the, password, setup, features, still, loving, it","love, app, easy, use, , complex, icons, password, setup, features, still, loving","love, app, easi, us, , complex, icon, password, setup, featur, still, love","love, app, easy, use, , complex, icon, password, setup, feature, still, love"
"17c9797d-ef6a-424c-8665-a986a9b0e112","I'm having problem to backup all passwords to Google drive. Error message says: password manager requires one or more Google play services. Please contact the deleveloper. I have backed up all passwords to my Google drive several times earlier, but now I can't. Please provide me a solution. Also I tried to use the option ""report an issue"" from the app inside, which too doesn't work saying ""something went wrong, check your internet connection"", although internet was working.",4,31,NA,"im having problem to backup all passwords to google drive error message says password manager requires one or more google play services please contact the deleveloper i have backed up all passwords to my google drive several times earlier but now i cant please provide me a solution also i tried to use the option report an issue from the app inside which too doesnt work saying something went wrong check your internet connection although internet was working","im, having, problem, to, backup, all, passwords, to, google, drive, error, message, says, password, manager, requires, one, or, more, google, play, services, please, contact, the, deleveloper, i, have, backed, up, all, passwords, to, my, google, drive, several, times, earlier, but, now, i, cant, please, provide, me, a, solution, also, i, tried, to, use, the, option, report, an, issue, from, the, app, inside, which, too, doesnt, work, saying, something, went, wrong, check, your, internet, connection, although, internet, was, working","im, problem, backup, passwords, google, drive, error, message, says, password, manager, requires, one, google, play, services, please, contact, deleveloper, backed, passwords, google, drive, several, times, earlier, now, cant, please, provide, solution, also, tried, use, option, report, issue, app, inside, doesnt, work, saying, something, went, wrong, check, internet, connection, although, internet, working","im, problem, backup, password, googl, drive, error, messag, sai, password, manag, requir, on, googl, plai, servic, pleas, contact, delevelop, back, password, googl, drive, sever, time, earlier, now, cant, pleas, provid, solut, also, tri, us, option, report, issu, app, insid, doesnt, work, sai, someth, went, wrong, check, internet, connect, although, internet, work","im, problem, backup, password, google, drive, error, message, say, password, manager, require, one, google, play, service, please, contact, deleveloper, back, password, google, drive, several, time, early, now, cant, please, provide, solution, also, try, use, option, report, issue, app, inside, doesnt, work, say, something, go, wrong, check, internet, connection, although, internet, work"
"2c9df9ed-439a-4bbc-91b2-149206444621","Simple to use and effective.",5,0,NA,"simple to use and effective","simple, to, use, and, effective","simple, use, effective","simpl, us, effect","simple, use, effective"
"eb2aa81b-e705-4737-8a29-3966c9302df7","Best password app yet!",4,0,NA,"best password app yet","best, password, app, yet","best, password, app, yet","best, password, app, yet","good, password, app, yet"
"cf24cfe6-6fa0-4b15-84e2-be241ef0a553","Works well",5,0,NA,"works well","works, well","works, well","work, well","work, good"
"ed42d5d7-4ec3-42e6-bde1-1a26b540fa14","Great app, easy to use",5,0,NA,"great app easy to use","great, app, easy, to, use","great, app, easy, use","great, app, easi, us","great, app, easy, use"
"1c738eed-dbcc-474a-b8e2-1e50afa6ee3d","Easy",5,0,NA,"easy","easy","easy","easi","easy"
